QueryAcc	Query_Length	HitDescription	HitName	HItLength	HitBits	HSP_rank	%ID	eValue	Query_Start	Query_End	Hit_start	Hit_end	HSP_length
g4007.t1	5298	Eukaryotic translation initiation factor 4G OS=Oryza sativa subsp. japonica OX=39947 GN=Os07g0555200 PE=2 SV=2	sp|B9FXV5|IF4G_ORYSJ	1792	137.502	1	47.4074074074074	7.01907e-31	3802	4206	1305	1436	135
g4008.t1	1554	Tetratricopeptide repeat protein 8 OS=Mus musculus OX=10090 GN=Ttc8 PE=1 SV=1	sp|Q8VD72|TTC8_MOUSE	515	508.064	1	48.6792452830189	8.37028e-176	1	1551	1	515	530
g4015.t1	3195	Adenylate cyclase OS=Lachancea kluyveri OX=4934 GN=CYR1 PE=3 SV=1	sp|P23466|CYAA_LACKL	1839	83.5741	1	49.3975903614458	9.23674e-15	1060	1308	1478	1559	83
g4016.t1	2400	LINE-1 retrotransposable element ORF2 protein OS=Mus musculus OX=10090 GN=Pol PE=1 SV=2	sp|P11369|LORF2_MOUSE	1281	103.219	1	24.5161290322581	4.60461e-21	1054	1980	442	744	310
g4017.t1	1332	Nucleolysin TIAR OS=Mus musculus OX=10090 GN=Tial1 PE=1 SV=1	sp|P70318|TIAR_MOUSE	392	131.724	1	37.037037037037	5.75112e-33	217	750	109	297	189
g4018.t1	498	Multidrug and toxin extrusion protein 2 OS=Homo sapiens OX=9606 GN=SLC47A2 PE=1 SV=1	sp|Q86VL8|S47A2_HUMAN	602	49.6766	1	37.2093023255814	2.67499e-06	64	306	425	510	86
g4022.t1	1098	Serine/threonine-protein kinase STY17 OS=Arabidopsis thaliana OX=3702 GN=STY17 PE=1 SV=1	sp|Q8RWL6|STY17_ARATH	570	232.646	1	58.2417582417582	4.34675e-70	493	1038	378	559	182
g4023.t1	1362	Serine/threonine-protein kinase STY17 OS=Arabidopsis thaliana OX=3702 GN=STY17 PE=1 SV=1	sp|Q8RWL6|STY17_ARATH	570	139.043	1	60.6060606060606	1.83065e-34	1033	1329	282	380	99
g4025.t1	741	Heme-binding protein 2 OS=Homo sapiens OX=9606 GN=HEBP2 PE=1 SV=1	sp|Q9Y5Z4|HEBP2_HUMAN	205	110.538	1	38.2165605095541	1.28072e-28	202	663	40	194	157
g4026.t1	2016	LINE-1 retrotransposable element ORF2 protein OS=Mus musculus OX=10090 GN=Pol PE=1 SV=2	sp|P11369|LORF2_MOUSE	1281	91.6633	1	24.8387096774194	9.5553e-18	91	1017	442	744	310
g4027.t1	690	Potassium voltage-gated channel protein Shal OS=Drosophila melanogaster OX=7227 GN=Shal PE=1 SV=2	sp|P17971|KCNAL_DROME	571	75.8702	1	31.9047619047619	1.2929e-14	70	684	193	384	210
g4028.t1	771	Protein ABHD14A OS=Danio rerio OX=7955 GN=abhd14a PE=2 SV=1	sp|Q1LV46|ABHEA_DANRE	270	117.087	1	41.5300546448087	2.57366e-30	175	717	92	266	183
g4029.t1	1410	Leucine-rich repeat-containing protein 39 OS=Mus musculus OX=10090 GN=Lrrc39 PE=1 SV=1	sp|Q8BGI7|LRC39_MOUSE	337	51.2174	1	30.8219178082192	9.57918e-06	769	1203	141	278	146
g4032.t1	3522	Ubiquitin carboxyl-terminal hydrolase 12 OS=Arabidopsis thaliana OX=3702 GN=UBP12 PE=1 SV=2	sp|Q9FPT1|UBP12_ARATH	1116	887.486	1	45.1812555260831	0	151	3513	57	1114	1131
g4033.t1	363	Ferredoxin, chloroplastic OS=Chlamydomonas reinhardtii OX=3055 GN=PETF PE=1 SV=2	sp|P07839|FER_CHLRE	126	180.644	1	90.625	6.30422e-59	73	360	31	126	96
g4036.t1	684	Protein unc-50 homolog OS=Dictyostelium discoideum OX=44689 GN=DDB_G0292320 PE=3 SV=1	sp|Q54DD7|UNC50_DICDI	261	215.698	1	46.9026548672566	4.07331e-69	4	678	33	257	226
g4037.t1	1806	Formamidopyrimidine-DNA glycosylase OS=Arabidopsis thaliana OX=3702 GN=FPG1 PE=1 SV=1	sp|O80358|FPG_ARATH	390	222.246	1	40.5940594059406	2.86579e-65	1	909	1	278	303
g4038.t1	969	Probable protein phosphatase 2C 26 OS=Arabidopsis thaliana OX=3702 GN=At2g30170 PE=2 SV=2	sp|O64730|P2C26_ARATH	298	148.673	1	37.8571428571429	3.10882e-41	52	891	44	289	280
g4040.t1	594	Cytosolic carboxypeptidase-like protein 5 OS=Rattus norvegicus OX=10116 GN=Agbl5 PE=2 SV=1	sp|B2GV17|CBPC5_RAT	832	94.7449	1	46.9135802469136	1.81852e-21	1	480	442	601	162
g4041.t1	732	Pyruvate carboxylase, mitochondrial OS=Rattus norvegicus OX=10116 GN=Pc PE=1 SV=2	sp|P52873|PYC_RAT	1178	164.851	1	50.5376344086022	3.79383e-45	175	723	12	190	186
g4042.t1	1746	Serine/threonine-protein kinase PkaA OS=Streptomyces coelicolor (strain ATCC BAA-471 / A3(2) / M145) OX=100226 GN=pkaA PE=3 SV=1	sp|P54739|PKAA_STRCO	543	53.5286	1	27.1062271062271	4.30741e-06	502	1254	39	269	273
g4044.t1	759	ATP-citrate synthase alpha chain protein 1 OS=Arabidopsis thaliana OX=3702 GN=ACLA-1 PE=1 SV=1	sp|Q9SGY2|ACLA1_ARATH	423	256.529	1	51.1904761904762	1.33116e-82	1	756	1	229	252
g4046.t1	2547	Interferon-induced, double-stranded RNA-activated protein kinase OS=Rattus norvegicus OX=10116 GN=Eif2ak2 PE=1 SV=1	sp|Q63184|E2AK2_RAT	513	62.003	1	25.1700680272109	1.33336e-08	931	1761	232	498	294
g4047.t1	741	ARM REPEAT PROTEIN INTERACTING WITH ABF2 OS=Arabidopsis thaliana OX=3702 GN=ARIA PE=1 SV=2	sp|B9DHT4|ARIA_ARATH	710	52.373	1	34.4827586206897	1.60962e-06	202	525	141	255	116
g4048.t1	2364	Putative mannan endo-1,4-beta-mannosidase 4 OS=Arabidopsis thaliana OX=3702 GN=MAN4 PE=3 SV=1	sp|Q9SG95|MAN4_ARATH	408	199.519	1	32.8947368421053	1.90902e-55	160	1275	28	364	380
g4050.t1	3780	Protein transport protein SEC31 homolog B OS=Arabidopsis thaliana OX=3702 GN=SEC31B PE=1 SV=1	sp|Q8L611|SC31B_ARATH	1104	583.948	1	42.5948592411261	0	1	2394	1	786	817
g4051.t1	1275	Omega-6 fatty acid desaturase, chloroplastic OS=Brassica napus OX=3708 PE=1 SV=1	sp|P48627|FAD6C_BRANA	443	398.282	1	51.5463917525773	4.47604e-135	70	1218	46	426	388
g4053.t1	3210	Transposon TX1 uncharacterized 149 kDa protein OS=Xenopus laevis OX=8355 PE=4 SV=1	sp|P14381|YTX2_XENLA	1308	97.0561	1	33.3333333333333	6.2218e-19	1393	1938	524	699	186
g4060.t1	2049	Putative E3 ubiquitin-protein ligase XBAT35 OS=Arabidopsis thaliana OX=3702 GN=XBAT35 PE=2 SV=1	sp|Q4FE47|XB35_ARATH	462	68.5514	1	38.5321100917431	7.48457e-11	136	453	37	143	109
g4062.t1	960	Guanine nucleotide-binding protein subunit beta-like protein OS=Chlamydomonas reinhardtii OX=3055 GN=GBLP PE=2 SV=1	sp|P25387|GBLP_CHLRE	318	572.392	1	86.2068965517241	0	1	957	1	318	319
g4064.t1	537	Peroxiredoxin bcp1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=bcp1 PE=1 SV=1	sp|O94561|PRX_SCHPO	195	98.9821	1	43.4426229508197	5.05945e-25	100	459	46	166	122
g4065.t1	1527	Pyruvate kinase, cytosolic isozyme OS=Solanum tuberosum OX=4113 PE=2 SV=1	sp|P22200|KPYC_SOLTU	510	699.123	1	68.4313725490196	0	1	1524	1	510	510
g4066.t1	1032	Fructokinase-2 OS=Solanum lycopersicum OX=4081 GN=FRK2 PE=2 SV=2	sp|Q42896|SCRK2_SOLLC	328	138.272	1	34.984520123839	1.02085e-36	7	972	6	315	323
g4067.t1	2076	Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit C OS=Danio rerio OX=7955 GN=ankrd52 PE=2 SV=1	sp|Q502K3|ANR52_DANRE	1071	52.7582	1	31.3725490196078	1.00428e-05	448	1200	110	347	255
g4070.t1	3666	Cys-Gly metallodipeptidase DUG1 OS=Candida albicans (strain SC5314 / ATCC MYA-2876) OX=237561 GN=DUG1 PE=1 SV=1	sp|Q5AKA5|DUG1_CANAL	485	251.906	1	32.4376199616123	8.04165e-72	1969	3480	9	471	521
g4076.t1	1970	Peroxisome biogenesis protein 6 OS=Arabidopsis thaliana OX=3702 GN=PEX6 PE=1 SV=1	sp|Q8RY16|PEX6_ARATH	941	342.043	1	54.2613636363636	1.58501e-104	834	1886	616	937	352
g4077.t1	1620	Probable galactinol--sucrose galactosyltransferase 6 OS=Arabidopsis thaliana OX=3702 GN=RFS6 PE=2 SV=2	sp|Q8RX87|RFS6_ARATH	749	375.555	1	42.5742574257426	1.24367e-120	79	1587	268	736	505
g4078.t1	630	Methylated-DNA--protein-cysteine methyltransferase OS=Thermococcus sibiricus (strain MM 739 / DSM 12597) OX=604354 GN=ogt PE=3 SV=1	sp|C6A382|OGT_THESM	175	71.2478	1	42.0454545454545	2.80223e-14	49	309	91	170	88
g4079.t1	2241	Peroxisomal primary amine oxidase OS=Pichia angusta OX=870730 GN=AMO PE=1 SV=1	sp|P12807|AMO_PICAN	692	419.853	1	39.2638036809816	1.00643e-135	259	2181	23	657	652
g4082.t1	2148	Probable boron transporter 2 OS=Arabidopsis thaliana OX=3702 GN=BOR2 PE=2 SV=1	sp|Q9M1P7|BOR2_ARATH	703	323.939	1	50.140056022409	3.44373e-99	43	1095	16	370	357
g4085.t1	594	Protein DAMAGED DNA-BINDING 2 OS=Arabidopsis thaliana OX=3702 GN=DDB2 PE=1 SV=1	sp|Q6NQ88|DDB2_ARATH	557	135.576	1	64.3564356435644	3.82826e-36	16	318	394	492	101
g4086.t1	1446	Protein DAMAGED DNA-BINDING 2 OS=Arabidopsis thaliana OX=3702 GN=DDB2 PE=1 SV=1	sp|Q6NQ88|DDB2_ARATH	557	144.05	1	34.7826086956522	4.84155e-36	103	768	44	259	230
g4087.t1	3207	Arylsulfatase K OS=Rattus norvegicus OX=10116 GN=Arsk PE=2 SV=1	sp|Q32KJ2|ARSK_RAT	563	61.2326	1	29.6482412060301	3.90866e-08	1738	2310	186	378	199
g4089.t1	1365	AP2-like ethylene-responsive transcription factor PLT2 OS=Arabidopsis thaliana OX=3702 GN=PLT2 PE=2 SV=1	sp|Q5YGP7|PLET2_ARATH	568	59.6918	1	29.7619047619048	2.76927e-08	706	1125	182	349	168
g4091.t1	4662	Fanconi anemia group J protein OS=Homo sapiens OX=9606 GN=BRIP1 PE=1 SV=1	sp|Q9BX63|FANCJ_HUMAN	1249	261.536	1	44.4055944055944	1.29563e-69	2290	3129	589	871	286
g4092.t1	705	Fanconi anemia group J protein OS=Homo sapiens OX=9606 GN=BRIP1 PE=1 SV=1	sp|Q9BX63|FANCJ_HUMAN	1249	74.7146	1	51.6129032258064	4.11119e-14	1	186	4	65	62
g4093.t1	201	Dephospho-CoA kinase OS=Rhodopseudomonas palustris (strain BisB18) OX=316056 GN=coaE PE=3 SV=1	sp|Q21CL5|COAE_RHOPB	199	51.2174	1	58.695652173913	2.01201e-08	25	147	139	184	46
g4094.t1	4761	Protein QUIRKY OS=Arabidopsis thaliana OX=3702 GN=QKY PE=2 SV=1	sp|B8XCH5|QKY_ARATH	1081	84.3445	1	24.2924528301887	8.1651e-15	3385	4629	697	1075	424
g4096.t1	492	Dehydration-responsive element-binding protein 1F OS=Oryza sativa subsp. japonica OX=39947 GN=DREB1F PE=3 SV=1	sp|Q8S9Z5|DRE1F_ORYSJ	219	48.1358	1	36.9047619047619	4.97257e-06	238	471	29	112	84
g4099.t1	474	AP2-like ethylene-responsive transcription factor CRL5 OS=Oryza sativa subsp. japonica OX=39947 GN=CRL5 PE=2 SV=1	sp|Q84Z02|CRL5_ORYSJ	639	45.8246	1	45.3333333333333	5.65613e-05	34	234	284	353	75
g4101.t1	591	Regulation of nuclear pre-mRNA domain-containing protein 1A OS=Gallus gallus OX=9031 GN=RPRD1A PE=2 SV=1	sp|Q5ZM30|RPR1A_CHICK	268	100.908	1	36.2903225806452	6.34933e-25	25	396	6	129	124
g4111.t1	360	Light-harvesting complex-like protein OHP1, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=OHP1 PE=1 SV=1	sp|O81208|OHP1_ARATH	110	50.8322	1	41.9354838709677	4.48103e-08	166	351	47	108	62
g4112.t1	387	Chaperone protein DnaJ OS=Caldanaerobacter subterraneus subsp. tengcongensis (strain DSM 15242 / JCM 11007 / NBRC 100824 / MB4) OX=273068 GN=dnaJ PE=3 SV=1	sp|Q8RB67|DNAJ_CALS4	384	70.0922	1	47.6923076923077	7.70435e-14	28	222	3	67	65
g4115.t1	3432	Leucine--tRNA ligase, cytoplasmic OS=Arabidopsis thaliana OX=3702 GN=At1g09620 PE=1 SV=1	sp|F4I116|SYLC_ARATH	1091	1092.8	1	51.6864175022789	0	34	3300	6	1043	1097
g4117.t1	945	Gamma-glutamylcyclotransferase 2-3 OS=Arabidopsis thaliana OX=3702 GN=GGCT2;3 PE=1 SV=1	sp|Q84QC1|GCT23_ARATH	199	105.145	1	46.4646464646465	6.64891e-26	13	309	2	99	99
g4121.t1	3072	AP2-like ethylene-responsive transcription factor PLT2 OS=Arabidopsis thaliana OX=3702 GN=PLT2 PE=2 SV=1	sp|Q5YGP7|PLET2_ARATH	568	64.3142	1	32.8859060402685	3.49512e-09	835	1239	225	369	149
g4122.t1	885	AP2-like ethylene-responsive transcription factor AIL1 OS=Arabidopsis thaliana OX=3702 GN=AIL1 PE=2 SV=1	sp|Q1PFE1|AIL1_ARATH	415	60.077	1	29.746835443038	5.69093e-09	292	699	219	375	158
g4124.t1	378	Flagellar radial spoke protein 4 OS=Chlamydomonas reinhardtii OX=3055 GN=RSP4 PE=3 SV=1	sp|Q01656|RSP4_CHLRE	465	68.1662	1	44.6601941747573	2.81656e-13	1	309	330	423	103
g4127.t1	402	Zinc finger protein bud20 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=bud20 PE=3 SV=1	sp|Q9P370|BUD20_SCHPO	124	62.003	1	33.3333333333333	4.76188e-12	7	321	17	106	105
g4135.t1	1131	Zygote-specific protein 3 OS=Chlamydomonas reinhardtii OX=3055 GN=ZYS3 PE=2 SV=1	sp|Q8GSP8|ZYS3_CHLRE	371	190.66	1	34.0236686390533	6.86582e-56	151	1119	37	365	338
g4139.t1	918	Putative heme-binding peroxidase OS=Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) OX=227321 GN=AN5440 PE=3 SV=1	sp|Q5B1Z0|CCPR2_EMENI	312	244.973	1	47.2527472527472	1.16604e-78	121	915	7	270	273
g4140.t1	960	U-box domain-containing protein 12 OS=Oryza sativa subsp. japonica OX=39947 GN=PUB12 PE=2 SV=1	sp|Q5VRH9|PUB12_ORYSJ	611	65.4698	1	41.5584415584416	1.8124e-10	289	750	328	477	154
g4141.t1	798	D-beta-hydroxybutyrate dehydrogenase OS=Rhizobium meliloti (strain 1021) OX=266834 GN=bdhA PE=1 SV=1	sp|O86034|BDHA_RHIME	258	280.026	1	53.4615384615385	8.56053e-94	25	795	3	258	260
g4142.t1	594	Putative heme-binding peroxidase OS=Magnaporthe oryzae (strain 70-15 / ATCC MYA-4617 / FGSC 8958) OX=242507 GN=MGG_10368 PE=3 SV=1	sp|A4R606|CCPR2_MAGO7	300	133.65	1	50.3267973856209	3.92054e-37	124	582	7	152	153
g4143.t1	3900	DNA-directed RNA polymerase II subunit RPB2 OS=Encephalitozoon cuniculi (strain GB-M1) OX=284813 GN=RPB2 PE=3 SV=1	sp|Q8SR75|RPB2_ENCCU	1141	229.95	1	28.7375415282392	4.50196e-60	1756	3474	26	600	602
g4144.t1	468	Putative SWIB domain-containing protein 070L OS=Invertebrate iridescent virus 3 OX=345201 GN=IIV3-070L PE=3 SV=1	sp|Q196Z0|VF306_IIV3	282	65.855	1	37.0786516853933	2.83423e-12	193	456	91	179	89
g4150.t1	5490	DNA-directed RNA polymerase II subunit rpb1 OS=Dictyostelium discoideum OX=44689 GN=polr2a PE=2 SV=2	sp|P35084|RPB1_DICDI	1727	785.408	1	41.4835164835165	0	1	3063	23	1105	1092
g4151.t1	1005	Uncharacterized protein R450 OS=Acanthamoeba polyphaga mimivirus OX=212035 GN=MIMI_R450 PE=4 SV=1	sp|Q5UQQ2|YR450_MIMIV	355	62.3882	1	31.7829457364341	1.22269e-09	445	810	193	319	129
g4155.t1	3684	Uncharacterized putative helicase R8 OS=Acanthamoeba polyphaga mimivirus OX=212035 GN=MIMI_R8 PE=3 SV=1	sp|Q5UP79|YR008_MIMIV	1052	220.705	1	25.5905511811024	2.14665e-57	232	2391	62	756	762
g4156.t1	2289	Putative helicase L207/L206 OS=Acanthamoeba polyphaga mimivirus OX=212035 GN=MIMI_L206 PE=4 SV=2	sp|Q5UQ22|YL207_MIMIV	960	334.724	1	30.2325581395349	2.29979e-100	37	2115	55	766	731
g4159.t1	1584	Putative ATP-dependent RNA helicase Q706L OS=African swine fever virus (isolate Pig/Kenya/KEN-50/1950) OX=561445 GN=Ken-134 PE=3 SV=1	sp|P0C9B3|VF706_ASFK5	706	108.612	1	31.9587628865979	1.26394e-23	703	1239	368	556	194
g4161.t1	2148	Lon protease homolog OS=Acanthamoeba polyphaga mimivirus OX=212035 GN=MIMI_L251 PE=3 SV=1	sp|Q5UPT0|LONH_MIMIV	1023	184.111	1	32.9446064139942	3.2723e-47	1003	2004	385	719	343
g4165.t1	621	Probable protein phosphatase 2C 59 OS=Arabidopsis thaliana OX=3702 GN=WIN2 PE=1 SV=1	sp|Q8RXV3|P2C59_ARATH	311	95.9005	1	37.037037037037	1.47093e-22	61	612	97	279	189
g4169.t1	2031	ATP-dependent DNA helicase PIF1 OS=Danio rerio OX=7955 GN=pif1 PE=2 SV=1	sp|Q7ZV90|PIF1_DANRE	639	157.147	1	34.25	3.80527e-39	421	1581	207	589	400
g4172.t1	2517	Ankyrin repeat domain-containing protein 50 OS=Homo sapiens OX=9606 GN=ANKRD50 PE=1 SV=4	sp|Q9ULJ7|ANR50_HUMAN	1429	121.709	1	36.8770764119601	9.42776e-27	115	999	533	796	301
g4174.t1	5343	DNA polymerase OS=Pyramimonas orientalis virus OX=455367 GN=dpo PE=3 SV=1	sp|A7U6F2|DPOL_POV01	1206	476.093	1	48.4615384615385	3.80937e-142	2032	3435	678	1189	520
g4182.t1	564	PhoH-like protein OS=Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv) OX=83332 GN=Rv2368c PE=1 SV=1	sp|P9WIA3|PHOL_MYCTU	352	172.94	1	47.2222222222222	6.59184e-52	1	531	126	303	180
g4184.t1	1389	Chaperone protein DnaJ OS=Actinobacillus succinogenes (strain ATCC 55618 / 130Z) OX=339671 GN=dnaJ PE=3 SV=1	sp|A6VNB0|DNAJ_ACTSZ	377	85.5001	1	31.640625	7.85878e-17	1	738	30	280	256
g4186.t1	438	Probable FAD-linked sulfhydryl oxidase R368 OS=Acanthamoeba polyphaga mimivirus OX=212035 GN=MIMI_R368 PE=3 SV=1	sp|Q5UQV6|YR368_MIMIV	143	82.8037	1	41.7582417582418	9.89404e-20	1	270	1	91	91
g4187.t1	747	Putative mRNA-decapping protein OS=Acanthamoeba polyphaga mimivirus OX=212035 GN=MIMI_L375 PE=3 SV=1	sp|Q5UQW2|DIPP_MIMIV	360	114.005	1	30.6772908366534	1.56732e-28	1	741	118	353	251
g4188.t1	3837	Putative ATP-dependent RNA helicase R563 OS=Acanthamoeba polyphaga mimivirus OX=212035 GN=MIMI_R563 PE=1 SV=2	sp|Q7T6X3|YR563_MIMIV	573	160.614	1	25.0398724082935	7.08957e-40	988	2736	21	572	627
g4189.t1	2610	Probable mRNA-capping enzyme OS=Acanthamoeba polyphaga mimivirus OX=212035 GN=MIMI_R382 PE=1 SV=1	sp|Q5UQX1|MCE_MIMIV	1170	118.627	1	24.6284501061571	8.73929e-26	1255	2556	464	899	471
g4191.t1	1515	Putative DNA-directed RNA polymerase subunit L376 OS=Acanthamoeba polyphaga mimivirus OX=212035 GN=MIMI_L376 PE=1 SV=1	sp|Q5UQW1|YL376_MIMIV	199	47.3654	1	20.3488372093023	7.40856e-05	1	492	6	174	172
g4192.t1	960	tRNA(Ile)-lysidine synthase OS=Bacteroides fragilis (strain YCH46) OX=295405 GN=tilS PE=3 SV=1	sp|Q64WF9|TILS_BACFR	435	84.7297	1	28.5714285714286	4.54049e-17	7	672	18	224	231
g4199.t1	846	Probable DNA polymerase sliding clamp 1 OS=Paramecium bursaria Chlorella virus 1 OX=10506 GN=A193L PE=3 SV=1	sp|Q84513|PCNA1_PBCV1	262	167.548	1	33.8129496402878	2.12023e-49	13	828	8	259	278
g4208.t1	1410	Cytochrome P450 monooxygenase FUM15 OS=Gibberella moniliformis (strain M3125 / FGSC 7600) OX=334819 GN=FUM15 PE=3 SV=1	sp|W7LC91|FUM15_GIBM7	596	103.219	1	26.5664160401003	3.91259e-22	181	1296	170	557	399
g4211.t1	1647	Secologanin synthase OS=Catharanthus roseus OX=4058 GN=CYP72A1 PE=2 SV=1	sp|Q05047|C72A1_CATRO	524	121.709	1	26.7676767676768	3.93069e-28	406	1551	150	497	396
g4212.t1	534	Transcription initiation factor TFIID subunit 13 OS=Pongo abelii OX=9601 GN=TAF13 PE=2 SV=1	sp|Q5R9W6|TAF13_PONAB	124	98.9821	1	48.3870967741936	7.42273e-26	190	468	29	118	93
g4214.t1	2100	Triosephosphate isomerase OS=Roseiflexus sp. (strain RS-1) OX=357808 GN=tpiA PE=3 SV=1	sp|A5UZW4|TPIS_ROSS1	254	230.335	1	48.2352941176471	2.76534e-69	286	1050	2	249	255
g4215.t1	237	Aldose 1-epimerase OS=Mus musculus OX=10090 GN=Galm PE=1 SV=1	sp|Q8K157|GALM_MOUSE	342	88.1965	1	65.625	2.00053e-21	40	228	279	342	64
g4219.t1	5331	5'-3' exoribonuclease 1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=exo2 PE=1 SV=1	sp|P40383|XRN1_SCHPO	1328	95.9005	1	26.2798634812287	2.79513e-18	565	1434	944	1221	293
g4220.t1	5217	Fibrocystin-L OS=Mus musculus OX=10090 GN=Pkhd1l1 PE=1 SV=1	sp|Q80ZA4|PKHL1_MOUSE	4249	152.525	1	24.7474747474747	2.29432e-35	1978	3603	3433	3982	594
g4222.t1	6351	Fibrocystin-L OS=Homo sapiens OX=9606 GN=PKHD1L1 PE=2 SV=2	sp|Q86WI1|PKHL1_HUMAN	4243	351.673	1	33.9222614840989	7.73383e-96	3721	6126	1927	2727	849
g4223.t1	2794	Uncharacterized WD repeat-containing protein alr3466 OS=Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690 GN=alr3466 PE=4 SV=1	sp|Q8YRI1|YY46_NOSS1	1526	550.821	1	43.0124223602485	1.26615e-174	227	2113	856	1485	644
g4227.t1	726	Ferritin-3, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=FER3 PE=2 SV=1	sp|Q9LYN2|FRI3_ARATH	259	251.136	1	62.5641025641026	8.16416e-83	136	720	62	254	195
g4228.t1	2355	Siroheme synthase OS=Pseudomonas fluorescens (strain ATCC BAA-477 / NRRL B-23932 / Pf-5) OX=220664 GN=cysG PE=3 SV=1	sp|Q4K9V8|CYSG_PSEF5	464	206.068	1	50.5882352941176	3.07627e-57	1417	2181	201	450	255
g4237.t1	1101	E3 ubiquitin-protein ligase TRIM39 OS=Pan troglodytes OX=9598 GN=TRIM39 PE=3 SV=1	sp|Q1XHU0|TRI39_PANTR	518	58.5362	1	40	3.94421e-08	154	354	29	96	70
g4239.t1	549	U3 small nucleolar ribonucleoprotein protein IMP3 OS=Homo sapiens OX=9606 GN=IMP3 PE=1 SV=1	sp|Q9NV31|IMP3_HUMAN	184	160.999	1	50.6944444444444	2.54446e-49	73	504	27	170	144
g4240.t1	2715	Transcription factor IIIB 90 kDa subunit OS=Mus musculus OX=10090 GN=Brf1 PE=1 SV=1	sp|Q8CFK2|TF3B_MOUSE	676	197.978	1	40.6976744186046	4.47503e-52	88	846	31	283	258
g4242.t1	657	Thylakoid lumenal 17.9 kDa protein, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=At4g24930 PE=1 SV=1	sp|Q9SW33|TL1Y_ARATH	225	63.929	1	28.3783783783784	3.42396e-11	181	615	90	216	148
g4246.t1	219	Gamma-glutamyl hydrolase OS=Mus musculus OX=10090 GN=Ggh PE=1 SV=2	sp|Q9Z0L8|GGH_MOUSE	317	46.9802	1	42.8571428571429	1.49909e-06	13	180	270	317	56
g4247.t1	588	Protein DPCD OS=Xenopus tropicalis OX=8364 GN=dpcd PE=2 SV=1	sp|A4IHF8|DPCD_XENTR	203	179.104	1	46.3917525773196	4.59888e-56	10	585	11	203	194
g4248.t1	735	tRNA (guanine-N(7)-)-methyltransferase OS=Synechococcus sp. (strain JA-3-3Ab) OX=321327 GN=trmB PE=3 SV=1	sp|Q2JRH1|TRMB_SYNJA	236	82.8037	1	42.7272727272727	8.98164e-18	349	669	89	195	110
g4251.t1	4590	ABC transporter C family member 14 OS=Arabidopsis thaliana OX=3702 GN=ABCC14 PE=1 SV=1	sp|Q9LZJ5|AB14C_ARATH	1539	670.618	1	32.0058997050147	0	154	4110	256	1531	1356
g4252.t1	1407	LRR repeats and ubiquitin-like domain-containing protein At2g30105 OS=Arabidopsis thaliana OX=3702 GN=At2g30105 PE=1 SV=1	sp|P0C895|Y2010_ARATH	374	136.346	1	28.2894736842105	1.35278e-34	1	1359	8	372	456
g4255.t1	1587	U-box domain-containing protein 4 OS=Arabidopsis thaliana OX=3702 GN=PUB4 PE=1 SV=3	sp|O22193|PUB4_ARATH	826	111.309	1	34.0501792114695	2.31522e-24	286	1068	543	801	279
g4256.t1	1380	Serpin B6 OS=Pongo abelii OX=9601 GN=SERPINB6 PE=2 SV=1	sp|Q5R899|SPB6_PONAB	376	106.301	1	32.1243523316062	6.78573e-24	256	1347	16	376	386
g4257.t1	753	U2 small nuclear ribonucleoprotein A' OS=Arabidopsis thaliana OX=3702 GN=At1g09760 PE=2 SV=2	sp|P43333|RU2A_ARATH	249	134.035	1	44.8275862068966	4.84749e-37	1	696	16	232	232
g4259.t1	1143	Prolyl 4-hydroxylase 2 OS=Arabidopsis thaliana OX=3702 GN=P4H2 PE=1 SV=1	sp|F4JAU3|P4H2_ARATH	299	204.527	1	39.9280575539568	4.61163e-62	244	1044	38	299	278
g4260.t1	2673	Protein MEI2-like 1 OS=Arabidopsis thaliana OX=3702 GN=ML1 PE=1 SV=1	sp|Q8W4I9|AML1_ARATH	915	221.861	1	68.9655172413793	3.86835e-59	2125	2559	726	869	145
g4261.t1	3555	Transposon TX1 uncharacterized 149 kDa protein OS=Xenopus laevis OX=8355 PE=4 SV=1	sp|P14381|YTX2_XENLA	1308	99.7525	1	30.7692307692308	1.16056e-19	2233	2877	526	732	221
g4262.t1	2424	AMSH-like ubiquitin thioesterase 1 OS=Arabidopsis thaliana OX=3702 GN=AMSH1 PE=2 SV=1	sp|Q8VYB5|AMSH1_ARATH	507	109.383	1	57.5	1.07766e-23	2149	2388	417	496	80
g4263.t1	1086	Cleavage stimulating factor 64 OS=Arabidopsis thaliana OX=3702 GN=CSTF64 PE=1 SV=1	sp|Q9M9G6|CTF64_ARATH	461	98.2117	1	46.8354430379747	2.30042e-21	34	270	11	89	79
