QueryAcc	Query_Length	HitDescription	HitName	HItLength	HitBits	HSP_rank	%ID	eValue	Query_Start	Query_End	Hit_start	Hit_end	HSP_length
g4309.t1	225	hypothetical protein CEUSTIGMA_g7808.t1 [Chlamydomonas eustigma]	gi|1238991000|dbj|GAX80369.1|	467	49.6766	1	37.8378378378378	5.52131e-05	16	213	386	459	74
g4310.t1	3453	hypothetical protein CEUSTIGMA_g9456.t1 [Chlamydomonas eustigma]	gi|1238989275|dbj|GAX82028.1|	891	132.494	1	56.0747663551402	1.82521e-27	127	447	24	130	107
g4313.t1	834	hypothetical protein CEUSTIGMA_g1981.t1 [Chlamydomonas eustigma]	gi|1238996688|dbj|GAX74532.1|	274	212.616	1	46.2093862815885	2.07804e-64	19	822	5	272	277
g4314.t1	576	hypothetical protein CEUSTIGMA_g11574.t1 [Chlamydomonas eustigma]	gi|1238987117|dbj|GAX84151.1|	189	191.045	1	74.2857142857143	2.16747e-58	13	534	6	180	175
g4315.t1	414	Cytoplasmic tRNA 2-thiolation protein 2 A [Tetrabaena socialis]	gi|1331346954|gb|PNH08691.1|	1251	60.4622	1	40.4761904761905	9.33611e-08	16	393	560	685	126
g4316.t1	303	hypothetical protein CEUSTIGMA_g11570.t1 [Chlamydomonas eustigma]	gi|1238987113|dbj|GAX84147.1|	100	195.282	1	94	5.69275e-63	1	300	1	100	100
g4317.t1	1872	hypothetical protein CEUSTIGMA_g11577.t1 [Chlamydomonas eustigma]	gi|1238987120|dbj|GAX84154.1|	516	324.324	1	63.0705394190871	4.5441e-100	58	741	23	261	241
g4318.t1	3735	hypothetical protein CEUSTIGMA_g11183.t1 [Chlamydomonas eustigma]	gi|1238987536|dbj|GAX83758.1|	494	255.373	1	45.5580865603645	2.1213e-70	292	1596	1	383	439
g4319.t1	3429	hypothetical protein CEUSTIGMA_g11184.t1 [Chlamydomonas eustigma]	gi|1238987537|dbj|GAX83759.1|	966	506.523	1	60.774818401937	1.44589e-158	13	1251	2	399	413
g4320.t1	4224	hypothetical protein CEUSTIGMA_g11185.t1 [Chlamydomonas eustigma]	gi|1238987538|dbj|GAX83760.1|	519	757.673	1	76.3461538461538	0	1	1548	4	518	520
g4321.t1	2613	hypothetical protein Ctob_007064 [Chrysochromulina sp. CCMP291]	gi|922862250|gb|KOO29889.1|	502	261.536	1	39.2694063926941	4.43646e-74	1243	2547	49	478	438
g4322.t1	3705	hypothetical protein CEUSTIGMA_g11187.t1 [Chlamydomonas eustigma]	gi|1238987540|dbj|GAX83762.1|	1248	2179.83	1	82.8872668288727	0	1	3699	1	1224	1233
g4323.t1	2361	hypothetical protein Ctob_016418, partial [Chrysochromulina sp. CCMP291]	gi|922888103|gb|KOO53497.1|	402	259.996	1	40	2.14351e-75	823	1947	26	400	375
g4325.t1	1086	hypothetical protein CEUSTIGMA_g3676.t1 [Chlamydomonas eustigma]	gi|1238995089|dbj|GAX76232.1|	289	155.221	1	68.75	5.59375e-41	793	1080	193	288	96
g4329.t1	1308	hypothetical protein KFL_010470010 [Klebsormidium nitens]	gi|971505654|dbj|GAQ92549.1|	247	57.7658	1	44.4444444444444	1.02932e-05	1135	1293	98	151	54
g4330.t1	3183	hypothetical protein CEUSTIGMA_g3679.t1 [Chlamydomonas eustigma]	gi|1238995092|dbj|GAX76235.1|	883	112.464	1	45.5357142857143	2.4085e-21	2092	2424	559	670	112
g4333.t1	495	Hypothetical protein CBG13888 [Caenorhabditis briggsae] >gi|187028289|emb|CAP32668.1| Protein CBG13888 [Caenorhabditis briggsae]	gi|268553599|ref|XP_002634786.1|	122	58.151	1	47.4576271186441	8.79924e-08	259	435	6	61	59
g4334.t1	669	hypothetical protein CEUSTIGMA_g3674.t1 [Chlamydomonas eustigma]	gi|1238995087|dbj|GAX76230.1|	749	333.954	1	75	4.45621e-107	19	666	423	636	216
g4335.t1	968	Pre-mRNA-splicing factor CWC21 [Chlorella sorokiniana]	gi|1359820235|gb|PRW55892.1|	348	75.485	1	46.8253968253968	1.31778e-11	3	371	33	153	126
g4338.t1	2298	hypothetical protein CEUSTIGMA_g11804.t1 [Chlamydomonas eustigma]	gi|1238986840|dbj|GAX84382.1|	761	1312.36	1	82.573726541555	0	1	2229	1	746	746
g4339.t1	1809	hypothetical protein CEUSTIGMA_g2165.t1 [Chlamydomonas eustigma]	gi|1238996433|dbj|GAX74717.1|	616	643.269	1	61.8556701030928	0	112	1800	38	614	582
g4340.t1	1119	HCR1 [Alvikia littoralis]	gi|2541870|dbj|BAA22844.1|	368	151.754	1	35.0694444444444	1.11419e-38	64	903	14	295	288
g4341.t1	1998	hypothetical protein CEUSTIGMA_g2170.t1 [Chlamydomonas eustigma]	gi|1238996439|dbj|GAX74723.1|	705	857.055	1	69.7933227344992	0	106	1992	76	702	629
g4342.t1	1293	metacaspase type I [Volvox carteri f. nagariensis] >gi|300266873|gb|EFJ51059.1| metacaspase type I [Volvox carteri f. nagariensis]	gi|302833014|ref|XP_002948071.1|	463	281.567	1	52.5083612040134	1.10469e-86	376	1266	166	456	299
g4343.t1	1137	HCR1 [Alvikia littoralis]	gi|2541870|dbj|BAA22844.1|	368	153.295	1	36.8613138686131	2.74569e-39	109	906	28	295	274
g4344.t1	726	hypothetical protein CEUSTIGMA_g2172.t1 [Chlamydomonas eustigma]	gi|1238996441|dbj|GAX74725.1|	226	320.087	1	66.3900414937759	4.87126e-108	1	723	1	226	241
g4345.t1	2031	hypothetical protein CEUSTIGMA_g2171.t1 [Chlamydomonas eustigma]	gi|1238996440|dbj|GAX74724.1|	684	868.996	1	70.2623906705539	0	1	2028	4	684	686
g4346.t1	1857	hypothetical protein CEUSTIGMA_g2174.t1 [Chlamydomonas eustigma]	gi|1238996443|dbj|GAX74727.1|	733	280.026	1	52.7687296416938	5.60746e-81	4	903	175	478	307
g4347.t1	1407	hypothetical protein MARPO_0005s0255 [Marchantia polymorpha]	gi|1376858091|gb|PTQ48636.1|	176	53.9138	1	27.4390243902439	9.74525e-05	835	1314	7	156	164
g4349.t1	993	hypothetical protein CEUSTIGMA_g2173.t1 [Chlamydomonas eustigma]	gi|1238996442|dbj|GAX74726.1|	347	375.941	1	65.6140350877193	8.21409e-127	109	957	56	340	285
g4350.t1	753	hypothetical protein CEUSTIGMA_g11807.t1 [Chlamydomonas eustigma]	gi|1238986843|dbj|GAX84385.1|	211	245.358	1	65.4054054054054	1.40408e-78	55	609	18	197	185
g4351.t1	1392	PREDICTED: ethylene-responsive transcription factor WRI1-like [Daucus carota subsp. sativus]	gi|1040897731|ref|XP_017256692.1|	416	77.0258	1	33.1707317073171	1.70587e-11	157	732	30	214	205
g4353.t1	1170	hypothetical protein CEUSTIGMA_g7251.t1 [Chlamydomonas eustigma]	gi|1238991451|dbj|GAX79811.1|	505	102.834	1	52.8089887640449	4.19519e-20	25	291	93	181	89
g4355.t1	1317	hypothetical protein CEUSTIGMA_g10630.t1 [Chlamydomonas eustigma]	gi|1238988027|dbj|GAX83204.1|	286	335.88	1	59.1078066914498	2.66836e-110	505	1299	13	278	269
g4356.t1	1686	hypothetical protein CEUSTIGMA_g7280.t1 [Chlamydomonas eustigma]	gi|1238991480|dbj|GAX79840.1|	651	472.626	1	64.4699140401146	7.64437e-157	34	1071	10	348	349
g4357.t1	2655	hypothetical protein CEUSTIGMA_g7281.t1 [Chlamydomonas eustigma]	gi|1238991481|dbj|GAX79841.1|	2046	86.2705	1	28.6245353159851	3.45624e-13	37	741	958	1219	269
g4358.t1	3834	hypothetical protein CEUSTIGMA_g7283.t1 [Chlamydomonas eustigma]	gi|1238991483|dbj|GAX79843.1|	905	150.984	1	68.6274509803922	3.54356e-33	1564	1869	61	162	102
g4359.t1	1053	hypothetical protein CEUSTIGMA_g7284.t1 [Chlamydomonas eustigma]	gi|1238991484|dbj|GAX79844.1|	410	263.077	1	46.865671641791	2.568e-81	13	1017	79	401	335
g4362.t1	405	hypothetical protein [Tupanvirus soda lake]	gi|1320876739|gb|AUL78080.1|	172	79.7221	1	37.5	5.01619e-16	7	384	34	161	128
g4363.t1	402	predicted protein [Chlamydomonas reinhardtii]	gi|159484124|ref|XP_001700110.1|	398	87.4261	1	35.7142857142857	1.61073e-17	1	378	272	395	126
g4367.t1	1731	glycosyltransferase family 25 [Micractinium conductrix]	gi|1360875514|gb|PSC73536.1|	594	131.339	1	35.3711790393013	1.57039e-28	166	822	346	571	229
g4368.t1	2562	putative helicase [Tetrabaena socialis]	gi|1331345186|gb|PNH07007.1|	833	721.85	1	46.1725394896719	0	163	2514	3	817	823
g4369.t1	3024	hypothetical protein CEUSTIGMA_g3830.t1 [Chlamydomonas eustigma]	gi|1238994927|dbj|GAX76384.1|	1253	315.079	1	46.2686567164179	8.43786e-87	1351	2355	89	420	335
g4370.t1	1236	hypothetical protein CEUSTIGMA_g3830.t1 [Chlamydomonas eustigma]	gi|1238994927|dbj|GAX76384.1|	1253	310.457	1	40.0497512437811	1.20879e-91	19	1215	2	403	402
g4371.t1	1629	hypothetical protein CEUSTIGMA_g6439.t1 [Chlamydomonas eustigma]	gi|1238992271|dbj|GAX78999.1|	522	572.007	1	70.1421800947867	0	268	1524	65	484	422
g4372.t1	600	hypothetical protein CEUSTIGMA_g5350.t1 [Chlamydomonas eustigma]	gi|1238993397|dbj|GAX77908.1|	297	176.792	1	55.2325581395349	2.3656e-51	1	516	70	241	172
g4373.t1	852	hypothetical protein SARC_02439 [Sphaeroforma arctica JP610] >gi|906956929|gb|KNC85381.1| hypothetical protein SARC_02439 [Sphaeroforma arctica JP610]	gi|929768700|ref|XP_014159283.1|	665	58.9214	1	35.8974358974359	4.55765e-06	238	471	407	484	78
g4374.t1	657	hypothetical protein CEUSTIGMA_g9180.t1 [Chlamydomonas eustigma]	gi|1238989511|dbj|GAX81752.1|	292	287.345	1	65.2173913043478	1.98008e-94	1	621	58	263	207
g4375.t1	357	isopenicillin N synthase family oxygenase [Nonomuraea fuscirosea]	gi|1361027536|ref|WP_106235549.1|	321	108.227	1	53.8461538461538	6.56636e-26	37	348	5	108	104
g4377.t1	1998	hypothetical protein CEUSTIGMA_g12268.t1 [Chlamydomonas eustigma]	gi|1238986410|dbj|GAX84847.1|	555	122.479	1	37.3205741626794	1.91856e-25	451	1011	1	199	209
g4378.t1	1077	hypothetical protein VOLCADRAFT_102815 [Volvox carteri f. nagariensis] >gi|300269032|gb|EFJ53212.1| hypothetical protein VOLCADRAFT_102815 [Volvox carteri f. nagariensis]	gi|302829300|ref|XP_002946217.1|	381	176.022	1	40.2816901408451	5.56209e-48	7	993	5	356	355
g4382.t1	5973	hypothetical protein CEUSTIGMA_g5344.t1 [Chlamydomonas eustigma]	gi|1238993391|dbj|GAX77902.1|	2540	82.4185	1	38.5869565217391	1.47449e-11	1330	1857	404	586	184
g4383.t1	2709	hypothetical protein CEUSTIGMA_g9558.t1 [Chlamydomonas eustigma]	gi|1238989222|dbj|GAX82130.1|	3992	128.642	1	44.8484848484849	3.71643e-26	1450	1929	587	751	165
g4384.t1	1788	Pol isoform A [Chlorella sorokiniana]	gi|1359809965|gb|PRW45630.1|	424	100.138	1	60.4938271604938	1.04233e-18	1534	1776	172	252	81
g4385.t1	2043	hypothetical protein CEUSTIGMA_g4111.t1 [Chlamydomonas eustigma]	gi|1238994575|dbj|GAX76665.1|	744	177.563	1	26.0355029585799	2.97995e-43	106	1527	139	610	507
g4387.t1	1324	hypothetical protein CEUSTIGMA_g307.t1 [Chlamydomonas eustigma]	gi|1238998709|dbj|GAX72852.1|	2568	95.5153	1	31.7518248175182	5.19706e-17	52	801	139	396	274
g4390.t1	1260	hypothetical protein CEUSTIGMA_g4139.t1 [Chlamydomonas eustigma]	gi|1238994603|dbj|GAX76693.1|	415	352.058	1	52.1472392638037	5.81644e-115	322	1254	88	412	326
g4391.t1	1776	hypothetical protein CEUSTIGMA_g6317.t1 [Chlamydomonas eustigma]	gi|1238992514|dbj|GAX78878.1|	1371	327.02	1	43.6	9.07064e-95	34	1371	1	490	500
g4392.t1	1638	Zinc finger protein 862 [Stylophora pistillata]	gi|1263136435|gb|PFX32579.1|	1847	63.929	1	25.6849315068493	1.07439e-06	595	1365	1471	1752	292
g4393.t1	2655	hypothetical protein CEUSTIGMA_g6317.t1 [Chlamydomonas eustigma]	gi|1238992514|dbj|GAX78878.1|	1371	747.273	1	51.5519568151147	0	4	2199	656	1360	741
g4395.t1	450	hypothetical protein TSOC_014702, partial [Tetrabaena socialis]	gi|1331335190|gb|PNG99515.1|	98	65.855	1	41.4634146341463	3.97763e-11	142	381	1	82	82
g4396.t1	3696	hypothetical protein CEUSTIGMA_g8602.t1 [Chlamydomonas eustigma]	gi|1238990199|dbj|GAX81169.1|	1152	262.307	1	49.6503496503497	3.46004e-68	2770	3609	850	1134	286
g4397.t1	3327	hypothetical protein CEUSTIGMA_g12071.t1 [Chlamydomonas eustigma]	gi|1238986586|dbj|GAX84650.1|	868	89.7373	1	40	2.91931e-14	1093	1506	299	432	140
g4398.t1	972	cytidine/deoxycytidylate deaminase family protein [Ostreococcus tauri]	gi|1199290211|gb|OUS45311.1|	240	188.734	1	71.3178294573643	6.25498e-55	259	645	47	174	129
g4399.t1	3795	hypothetical protein CEUSTIGMA_g5287.t1 [Chlamydomonas eustigma]	gi|1238993591|dbj|GAX77845.1|	1147	355.525	1	54.3604651162791	6.85273e-100	2791	3768	798	1140	344
g4401.t1	615	hypothetical protein AURANDRAFT_35474, partial [Aureococcus anophagefferens] >gi|323445725|gb|EGB02195.1| hypothetical protein AURANDRAFT_35474, partial [Aureococcus anophagefferens]	gi|676399657|ref|XP_009043106.1|	291	63.1586	1	54.5454545454545	2.66861e-08	121	318	129	193	66
g4402.t1	2922	hypothetical protein CEUSTIGMA_g13293.t1 [Chlamydomonas eustigma]	gi|1238985299|dbj|GAX85877.1|	1128	71.2478	1	42.8571428571429	1.19242e-08	2566	2793	1001	1073	77
g4404.t1	1062	hypothetical protein CEUSTIGMA_g4738.t1 [Chlamydomonas eustigma]	gi|1238994133|dbj|GAX77292.1|	481	623.239	1	84.0909090909091	0	4	1059	132	481	352
g4406.t1	702	hypothetical protein MNEG_1546 [Monoraphidium neglectum] >gi|761976578|gb|KIZ06400.1| hypothetical protein MNEG_1546 [Monoraphidium neglectum]	gi|926793891|ref|XP_013905419.1|	219	177.563	1	49.047619047619	3.98267e-52	1	630	1	210	210
g4407.t1	840	hypothetical protein VOLCADRAFT_41528 [Volvox carteri f. nagariensis] >gi|300258815|gb|EFJ43048.1| hypothetical protein VOLCADRAFT_41528, partial [Volvox carteri f. nagariensis]	gi|302848631|ref|XP_002955847.1|	525	97.0561	1	44.7368421052632	5.93642e-19	151	708	126	310	190
g4410.t1	1098	PREDICTED: collagen alpha-3(IX) chain-like [Calypte anna]	gi|663270045|ref|XP_008494644.1|	392	211.46	1	26.4406779661017	2.40561e-61	163	1041	51	345	295
g4412.t1	867	hypothetical protein EMIHUDRAFT_237307 [Emiliania huxleyi CCMP1516] >gi|485630713|gb|EOD25910.1| hypothetical protein EMIHUDRAFT_237307 [Emiliania huxleyi CCMP1516]	gi|551586517|ref|XP_005778339.1|	258	74.3294	1	41.5254237288136	8.4855e-12	154	504	1	104	118
g4414.t1	1500	Pol [Chlorella sorokiniana]	gi|1359823591|gb|PRW58827.1|	1255	198.749	1	42.3976608187134	4.03642e-51	1	1011	456	782	342
g4415.t1	2775	hypothetical protein CEUSTIGMA_g4741.t1 [Chlamydomonas eustigma]	gi|1238994136|dbj|GAX77295.1|	682	96.6709	1	34.375	1.1995e-16	346	825	79	238	160
g4420.t1	564	hypothetical protein CEUSTIGMA_g2953.t1 [Chlamydomonas eustigma]	gi|1238995980|dbj|GAX75510.1|	171	191.815	1	76.2295081967213	4.84219e-59	196	561	50	171	122
g4421.t1	1500	hypothetical protein CEUSTIGMA_g2953.t1 [Chlamydomonas eustigma]	gi|1238995980|dbj|GAX75510.1|	171	192.2	1	77.0491803278689	3.67535e-55	1132	1497	50	171	122
g4422.t1	564	hypothetical protein CEUSTIGMA_g2953.t1 [Chlamydomonas eustigma]	gi|1238995980|dbj|GAX75510.1|	171	193.356	1	77.0491803278689	9.50632e-60	196	561	50	171	122
g4423.t1	1662	Pol isoform A [Chlorella sorokiniana]	gi|1359809965|gb|PRW45630.1|	424	198.364	1	46.7796610169492	6.80779e-54	148	1032	27	311	295
g4426.t1	2355	hypothetical protein VOLCADRAFT_59885 [Volvox carteri f. nagariensis] >gi|300264844|gb|EFJ49038.1| hypothetical protein VOLCADRAFT_59885 [Volvox carteri f. nagariensis]	gi|302836750|ref|XP_002949935.1|	495	499.204	1	67.7325581395349	3.56297e-166	43	1074	7	346	344
g4429.t1	816	hypothetical protein CEUSTIGMA_g6345.t1 [Chlamydomonas eustigma]	gi|1238992542|dbj|GAX78906.1|	295	61.2326	1	40.5940594059406	4.18285e-07	526	810	209	294	101
g4430.t1	843	hypothetical protein CEUSTIGMA_g6344.t1 [Chlamydomonas eustigma]	gi|1238992541|dbj|GAX78905.1|	299	291.582	1	54.6428571428571	5.37274e-95	1	840	25	299	280
g4431.t1	2100	hypothetical protein CEUSTIGMA_g9238.t1 [Chlamydomonas eustigma]	gi|1238989437|dbj|GAX81810.1|	345	145.591	1	44.2477876106195	1.48159e-34	649	1311	1	219	226
g4432.t1	1314	hypothetical protein CEUSTIGMA_g10205.t1 [Chlamydomonas eustigma]	gi|1238988462|dbj|GAX82779.1|	608	126.716	1	33.5423197492163	1.01079e-27	58	960	41	322	319
g4433.t1	4062	hypothetical protein CEUSTIGMA_g10535.t1 [Chlamydomonas eustigma]	gi|1238988135|dbj|GAX83109.1|	1107	260.381	1	45.9143968871595	1.96103e-67	811	1578	243	497	257
g4435.t1	633	Ankyrin repeat domain-containing protein 17 [Symbiodinium microadriaticum]	gi|1129201717|gb|OLQ04695.1|	478	50.447	1	44.4444444444444	4.45425e-08	154	450	134	220	99
g4436.t1	3408	hypothetical protein CEUSTIGMA_g6351.t1 [Chlamydomonas eustigma]	gi|1238992351|dbj|GAX78912.1|	477	145.206	1	30.9405940594059	6.38764e-33	64	1254	10	374	404
g4437.t1	2295	hypothetical protein CHLRE_06g278254v5 [Chlamydomonas reinhardtii]	gi|1335047758|gb|PNW82367.1|	657	296.975	1	73.7704918032787	1.46928e-86	1012	1560	392	574	183
g4438.t1	1437	uncharacterized protein LOC111023645 [Momordica charantia]	gi|1229805727|ref|XP_022156810.1|	211	71.633	1	34.9206349206349	1.60034e-10	343	717	52	176	126
g4439.t1	1665	hypothetical protein CHLRE_07g338300v5 [Chlamydomonas reinhardtii]	gi|1335046377|gb|PNW80987.1|	1222	57.7658	1	56.8627450980392	6.99687e-05	697	849	1005	1055	51
g4440.t1	310	hypothetical protein MNEG_7135 [Monoraphidium neglectum] >gi|761969926|gb|KIZ00826.1| hypothetical protein MNEG_7135 [Monoraphidium neglectum]	gi|926782742|ref|XP_013899845.1|	245	153.295	1	77.5280898876404	2.19569e-44	2	268	157	245	89
g4441.t1	3924	hypothetical protein TSOC_001293 [Tetrabaena socialis]	gi|1331350165|gb|PNH11804.1|	239	85.8853	1	55	1.24034e-14	3103	3342	160	238	80
g4442.t1	2058	hypothetical protein CEUSTIGMA_g1546.t1 [Chlamydomonas eustigma]	gi|1238997080|dbj|GAX74097.1|	647	483.797	1	51.2428298279159	1.72596e-159	37	1575	15	532	523
g4444.t1	1302	hypothetical protein CEUSTIGMA_g12513.t1 [Chlamydomonas eustigma]	gi|1238986138|dbj|GAX85093.1|	338	351.288	1	53.8461538461538	1.24877e-115	325	1299	16	337	325
g4445.t1	1644	hypothetical protein CEUSTIGMA_g10659.t1 [Chlamydomonas eustigma]	gi|1238988056|dbj|GAX83233.1|	570	578.17	1	55.5118110236221	0	118	1599	56	558	508
g4447.t1	1824	hypothetical protein CEUSTIGMA_g9672.t1 [Chlamydomonas eustigma]	gi|1238989072|dbj|GAX82244.1|	569	875.93	1	78.2764811490126	0	1	1668	1	556	557
g4448.t1	2862	hypothetical protein CEUSTIGMA_g12503.t1 [Chlamydomonas eustigma]	gi|1238986128|dbj|GAX85083.1|	947	1355.5	1	78.0692549842602	0	1	2859	1	947	953
g4449.t1	2139	hypothetical protein TSOC_012962 [Tetrabaena socialis]	gi|1331338548|gb|PNH01161.1|	658	70.0922	1	38.8888888888889	1.38895e-08	217	483	61	143	90
g4451.t1	402	hypothetical protein CEUSTIGMA_g48.t1 [Chlamydomonas eustigma]	gi|1238998449|dbj|GAX72592.1|	140	208.379	1	74.6031746031746	5.44337e-67	22	399	15	140	126
g4452.t1	2313	hypothetical protein CEUSTIGMA_g13210.t1 [Chlamydomonas eustigma]	gi|1238985392|dbj|GAX85795.1|	828	723.005	1	56.7701863354037	0	28	2292	35	826	805
g4454.t1	1650	hypothetical protein CEUSTIGMA_g9581.t1 [Chlamydomonas eustigma]	gi|1238989116|dbj|GAX82153.1|	495	725.317	1	74.4813278008299	0	112	1557	25	475	482
g4455.t1	579	hypothetical protein CEUSTIGMA_g11637.t1 [Chlamydomonas eustigma]	gi|1238987036|dbj|GAX84214.1|	318	81.6481	1	39.4736842105263	7.17804e-15	238	573	36	125	114
g4460.t1	1038	hypothetical protein CHLRE_11g478650v5 [Chlamydomonas reinhardtii]	gi|1335042232|gb|PNW76846.1|	552	224.557	1	61.6352201257862	5.52971e-65	283	759	22	180	159
g4461.t1	1569	hypothetical protein CEUSTIGMA_g330.t1 [Chlamydomonas eustigma]	gi|1238998732|dbj|GAX72875.1|	1802	419.853	1	47.2485768500949	9.87313e-128	10	1506	1271	1789	527
g4463.t1	222	leucine-rich repeat domain-containing protein [Massilia sp. NR 4-1] >gi|909841497|gb|AKU20612.1| hypothetical protein ACZ75_02880 [Massilia sp. NR 4-1]	gi|913424573|ref|WP_050407336.1|	283	50.8322	1	42.6470588235294	1.68805e-05	7	210	198	265	68
g4464.t1	1194	hypothetical protein SARC_02439 [Sphaeroforma arctica JP610] >gi|906956929|gb|KNC85381.1| hypothetical protein SARC_02439 [Sphaeroforma arctica JP610]	gi|929768700|ref|XP_014159283.1|	665	89.7373	1	32.0833333333333	1.68652e-15	487	1170	353	584	240
g4465.t1	1758	multifunctional 2',3'-cyclic-nucleotide 2'-phosphodiesterase/5'-nucleotidase/3'-nucleotidase [Jannaschia helgolandensis] >gi|1094405698|emb|SEK93850.1| 5'-nucleotidase [Jannaschia helgolandensis]	gi|1224743697|ref|WP_092761611.1|	517	321.242	1	37.8731343283582	2.30423e-99	94	1686	22	516	536
g4466.t1	1962	hypothetical protein CHLRE_03g180600v5 [Chlamydomonas reinhardtii]	gi|1335050709|gb|PNW85315.1|	703	386.726	1	47.2222222222222	1.76158e-121	688	1944	186	600	432
g4468.t1	285	hypothetical protein CEUSTIGMA_g10432.t1 [Chlamydomonas eustigma]	gi|1238988243|dbj|GAX83005.1|	471	137.502	1	78.2051282051282	2.17655e-36	1	234	352	429	78
g4469.t1	957	hypothetical protein GPECTOR_80g151 [Gonium pectorale]	gi|1004135740|gb|KXZ43791.1|	84	80.4925	1	54.4117647058823	2.04678e-15	730	933	3	70	68
g4470.t1	231	hypothetical protein CEUSTIGMA_g10432.t1 [Chlamydomonas eustigma]	gi|1238988243|dbj|GAX83005.1|	471	78.1814	1	46.6666666666667	5.664e-15	4	228	119	193	75
g4471.t1	3642	hypothetical protein CEUSTIGMA_g13532.t1 [Chlamydomonas eustigma]	gi|1238985024|dbj|GAX86119.1|	660	330.487	1	62.1399176954732	1.70164e-95	49	771	51	292	243
g4472.t1	1338	lipase [Chlorella sorokiniana]	gi|1359797344|gb|PRW33116.1|	490	178.718	1	33.7730870712401	6.0245e-47	289	1332	122	488	379
g4473.t1	2514	hypothetical protein CEUSTIGMA_g12253.t1 [Chlamydomonas eustigma]	gi|1238986395|dbj|GAX84832.1|	874	1253.81	1	75.0614250614251	0	148	2511	61	874	814
g4475.t1	411	AP2-like ethylene-responsive transcription factor BBM [Aurantiochytrium sp. FCC1311]	gi|1377604722|dbj|GBG27849.1|	451	63.1586	1	47.6923076923077	7.05272e-09	136	330	99	161	65
g4476.t1	1296	hypothetical protein CEUSTIGMA_g9283.t1 [Chlamydomonas eustigma]	gi|1238989482|dbj|GAX81855.1|	431	266.159	1	54.9295774647887	3.39767e-81	1	816	1	284	284
g4478.t1	3066	hypothetical protein CHLRE_02g095068v5 [Chlamydomonas reinhardtii]	gi|1335052076|gb|PNW86681.1|	2386	384.8	1	34.3934040047114	7.03196e-109	1	2202	1142	1956	849
g4480.t1	534	AP2-like ethylene-responsive transcription factor ANT, partial [Tetrabaena socialis]	gi|1331340455|gb|PNH02683.1|	534	76.6406	1	41.5094339622642	6.02015e-13	127	426	421	526	106
g4481.t1	918	hypothetical protein CEUSTIGMA_g13008.t1 [Chlamydomonas eustigma]	gi|1238985602|dbj|GAX85593.1|	305	612.453	1	94.0983606557377	0	1	915	1	305	305
g4482.t1	1254	Pol isoform A [Chlorella sorokiniana]	gi|1359809965|gb|PRW45630.1|	424	184.882	1	47.8070175438597	3.61378e-50	13	696	94	311	228
g4483.t1	495	hypothetical protein GPECTOR_38g312 [Gonium pectorale]	gi|1004139066|gb|KXZ47075.1|	916	74.7146	1	36.2204724409449	2.17373e-12	130	492	727	851	127
g4485.t1	1368	hypothetical protein CHLRE_03g158900v5 [Chlamydomonas reinhardtii]	gi|1335050186|gb|PNW84792.1|	494	450.284	1	78.343949044586	8.02924e-152	427	1365	181	494	314
g4486.t1	270	hypothetical protein CEUSTIGMA_g12514.t1 [Chlamydomonas eustigma]	gi|1238986139|dbj|GAX85094.1|	94	119.398	1	65.7894736842105	3.32951e-33	1	228	5	80	76
g4487.t1	192	hypothetical protein CEUSTIGMA_g12516.t1 [Chlamydomonas eustigma]	gi|1238986141|dbj|GAX85096.1|	1979	93.2041	1	68.9655172413793	1.6634e-20	4	177	709	766	58
g4488.t1	1158	hypothetical protein CHLRE_13g564800v5 [Chlamydomonas reinhardtii]	gi|1335038963|gb|PNW73579.1|	1522	70.4774	1	30.1587301587302	3.63801e-09	262	825	84	244	189
g4489.t1	777	hypothetical protein CEUSTIGMA_g4570.t1 [Chlamydomonas eustigma]	gi|1238994228|dbj|GAX77124.1|	258	413.69	1	84.3478260869565	3.3597e-144	58	747	20	249	230
g4490.t1	1176	hypothetical protein CEUSTIGMA_g4396.t1 [Chlamydomonas eustigma]	gi|1238994310|dbj|GAX76949.1|	385	492.271	1	67.8260869565217	5.44407e-171	127	1161	41	384	345
g4492.t1	4461	hypothetical protein KFL_009340020 [Klebsormidium nitens]	gi|971506054|dbj|GAQ92153.1|	1225	738.413	1	42.3991726990693	0	1618	4455	296	1225	967
g4493.t1	2250	hypothetical protein CEUSTIGMA_g4945.t1 [Chlamydomonas eustigma]	gi|1238993805|dbj|GAX77501.1|	772	341.273	1	37.9370629370629	3.07248e-102	259	1884	87	656	572
g4494.t1	534	ankyrin repeat-containing domain protein, partial [Clohesyomyces aquaticus]	gi|1183392627|gb|ORY17669.1|	119	55.4546	1	44.1558441558442	1.03316e-06	121	351	29	101	77
g4495.t1	720	hypothetical protein Cyast_2506 [Cyanobacterium stanieri PCC 7202]	gi|428688589|gb|AFZ48449.1|	148	63.929	1	31.6129032258064	4.0914e-09	250	705	5	147	155
g4496.t1	1608	hypothetical protein CHLNCDRAFT_19195, partial [Chlorella variabilis] >gi|307111175|gb|EFN59410.1| hypothetical protein CHLNCDRAFT_19195, partial [Chlorella variabilis]	gi|552846036|ref|XP_005851512.1|	206	132.88	1	34.2629482071713	3.57595e-32	847	1599	1	203	251
g4497.t1	1416	hypothetical protein CEUSTIGMA_g11609.t1 [Chlamydomonas eustigma]	gi|1238987079|dbj|GAX84186.1|	429	279.256	1	68.6915887850467	1.13296e-85	736	1377	212	424	214
